DateCode,CV19_deaths,All_deaths
2019-12-30,113.0,
2020-01-06,148.0,
2020-01-13,122.0,
2020-01-20,117.0,
2020-01-27,109.0,
2020-02-03,131.0,
2020-02-10,119.0,
2020-02-17,131.0,
2020-02-24,111.0,
2020-03-02,106.0,
2020-03-09,128.0,
2020-03-16,132.0,2.0
2020-03-23,112.0,3.0
2020-03-30,141.0,6.0
2020-04-06,158.0,35.0
2020-04-13,169.0,43.0
2020-04-20,147.0,40.0
2020-04-27,139.0,30.0
2020-05-04,128.0,28.0
2020-05-11,107.0,26.0
