DateCode,CV19_deaths,All_deaths
2019-12-30,0,37
2020-01-06,0,58
2020-01-13,0,42
2020-01-20,0,42
2020-01-27,0,43
2020-02-03,0,44
2020-02-10,0,43
2020-02-17,0,39
2020-02-24,0,37
2020-03-02,0,40
2020-03-09,0,36
2020-03-16,0,41
2020-03-23,0,28
2020-03-30,12,73
2020-04-06,9,53
2020-04-13,10,42
