DateCode,CV19_deaths,All_deaths
2019-12-30,0,138
2020-01-06,0,194
2020-01-13,0,165
2020-01-20,0,161
2020-01-27,0,151
2020-02-03,0,169
2020-02-10,0,155
2020-02-17,0,144
2020-02-24,0,136
2020-03-02,0,151
2020-03-09,0,142
2020-03-16,0,138
2020-03-23,8,137
2020-03-30,40,231
2020-04-06,90,274
2020-04-13,90,271
