DateCode,CV19_deaths,All_deaths
2019-12-30,0,70
2020-01-06,0,96
2020-01-13,0,96
2020-01-20,0,96
2020-01-27,0,79
2020-02-03,0,81
2020-02-10,0,80
2020-02-17,0,88
2020-02-24,0,79
2020-03-02,0,79
2020-03-09,0,80
2020-03-16,2,70
2020-03-23,4,98
2020-03-30,9,82
2020-04-06,31,109
2020-04-13,39,113
