DateCode,CV19_deaths,All_deaths
2019-12-30,0,250
2020-01-06,0,353
2020-01-13,0,296
2020-01-20,0,235
2020-01-27,0,264
2020-02-03,0,245
2020-02-10,0,243
2020-02-17,0,238
2020-02-24,0,255
2020-03-02,0,282
2020-03-09,0,204
2020-03-16,3,264
2020-03-23,13,167
2020-03-30,107,479
2020-04-06,193,499
2020-04-13,197,482
