DateCode,CV19_deaths,All_deaths
2019-12-30,20.0,
2020-01-06,41.0,
2020-01-13,38.0,
2020-01-20,29.0,
2020-01-27,27.0,
2020-02-03,24.0,
2020-02-10,25.0,
2020-02-17,23.0,
2020-02-24,35.0,
2020-03-02,32.0,
2020-03-09,29.0,
2020-03-16,36.0,0.0
2020-03-23,23.0,3.0
2020-03-30,42.0,13.0
2020-04-06,37.0,15.0
2020-04-13,31.0,7.0
2020-04-20,30.0,3.0
2020-04-27,27.0,4.0
2020-05-04,24.0,3.0
2020-05-11,28.0,6.0
2020-05-18,32.0,4.0
2020-05-25,18.0,4.0
