DateCode,CV19_deaths,All_deaths
2019-12-30,1.0,
2020-01-06,5.0,
2020-01-13,2.0,
2020-01-20,4.0,
2020-01-27,2.0,
2020-02-03,5.0,
2020-02-10,3.0,
2020-02-17,1.0,
2020-02-24,4.0,
2020-03-02,5.0,
2020-03-09,6.0,
2020-03-16,7.0,0.0
2020-03-23,8.0,0.0
2020-03-30,0.0,9.0
2020-04-06,2.0,11.0
2020-04-13,0.0,4.0
2020-04-20,6.0,0.0
