DateCode,CV19_deaths,All_deaths
2019-12-30,105.0,
2020-01-06,121.0,
2020-01-13,114.0,
2020-01-20,103.0,
2020-01-27,96.0,
2020-02-03,88.0,
2020-02-10,76.0,
2020-02-17,105.0,
2020-02-24,99.0,
2020-03-02,105.0,
2020-03-09,109.0,
2020-03-16,101.0,1.0
2020-03-23,108.0,9.0
2020-03-30,121.0,17.0
2020-04-06,40.0,131.0
2020-04-13,158.0,53.0
2020-04-20,39.0,139.0
