DateCode,CV19_deaths,All_deaths
2019-12-30,96.0,
2020-01-06,156.0,
2020-01-13,118.0,
2020-01-20,107.0,
2020-01-27,99.0,
2020-02-03,97.0,
2020-02-10,99.0,
2020-02-17,98.0,
2020-02-24,96.0,
2020-03-02,86.0,
2020-03-09,94.0,
2020-03-16,0.0,92.0
2020-03-23,3.0,96.0
2020-03-30,14.0,126.0
2020-04-06,38.0,167.0
2020-04-13,51.0,171.0
2020-04-20,59.0,152.0
2020-04-27,34.0,140.0
